time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-06T17:01:43.679Z,45.4322,16.2422,10,4.7,mwr,,24,0.955,0.75,us,us6000d66s,2022-07-23T13:43:21.442Z,"3 km W of Petrinja, Croatia",earthquake,3.7,1.8,0.041,57,reviewed,us,us
2020-12-29T14:36:56.473Z,45.1886,11.0546,10,4.6,mb,,25,0.47,0.51,us,us6000d40l,2021-03-06T23:20:19.040Z,"0 km NNW of Nogara, Italy",earthquake,3.9,1.8,0.073,55,reviewed,us,us
2020-12-29T11:29:05.687Z,45.3665,16.2696,10,4.5,mb,,56,0.895,0.74,us,us6000d6fv,2021-03-06T23:20:17.040Z,"8 km SSW of Petrinja, Croatia",earthquake,2.3,1.9,0.382,2,reviewed,us,us
2020-12-29T11:23:46.151Z,45.3879,16.2421,10,4.9,mb,,68,0.924,0.93,us,us6000d6ft,2021-03-06T23:20:16.040Z,"6 km SW of Petrinja, Croatia",earthquake,3.6,1.9,0.177,10,reviewed,us,us
2020-12-29T11:19:54.762Z,45.4244,16.2573,10,6.4,mww,,13,0.941,0.75,us,us6000d3zh,2024-12-16T02:09:08.367Z,"2 km WSW of Petrinja, Croatia",earthquake,4.4,1.8,0.033,89,reviewed,us,us
2020-12-28T05:28:07.913Z,45.4413,16.1877,10,4.8,mwr,,13,0.988,0.56,us,us6000d3kv,2022-07-23T13:39:39.229Z,"8 km W of Petrinja, Croatia",earthquake,3.5,1.6,0.046,45,reviewed,us,us
2020-12-06T07:19:42.645Z,41.497,19.5428,10,4.5,mb,,36,0.955,0.72,us,us7000cnkw,2022-08-09T01:41:28.758Z,"14 km W of Fushë-Krujë, Albania",earthquake,4.2,1.9,0.092,35,reviewed,us,us
2020-11-11T14:25:14.093Z,41.6646,20.6628,10,4.9,mb,,20,1.294,0.52,us,us7000cddw,2021-01-27T17:28:37.040Z,"8 km NE of Rostusa, North Macedonia",earthquake,4,1.8,0.048,138,reviewed,us,us
2020-11-11T03:54:14.890Z,41.6751,20.7949,10,5,mww,,17,1.368,0.76,us,us7000cd8k,2021-11-07T02:53:00.468Z,"11 km SSW of Vrutok, North Macedonia",earthquake,4.9,1.8,0.045,47,reviewed,us,us
2020-11-01T13:15:41.906Z,44.3087,15.4606,10,4.6,mb,,19,1.308,0.67,us,us7000c8yb,2021-01-18T23:01:57.040Z,"2 km NE of Starigrad, Croatia",earthquake,3.9,1.8,0.083,43,reviewed,us,us
2020-10-09T14:36:33.395Z,41.5072,19.4599,10,4.5,mb,,50,0.933,0.68,us,us6000c72t,2020-12-19T17:22:41.040Z,"20 km NNW of Shijak, Albania",earthquake,3.4,1.9,0.221,6,reviewed,us,us
2020-10-07T22:13:05.216Z,41.4658,19.5704,10,4.6,mb,,42,0.99,0.77,us,us6000c6kg,2020-12-19T17:22:39.040Z,"10 km NW of Vorë, Albania",earthquake,4.1,1.9,0.102,29,reviewed,us,us
2020-09-30T22:02:31.047Z,42.8163,-1.5515,10,4.6,mb,,54,2.079,0.67,us,us6000c3e9,2021-10-11T21:32:59.790Z,"3 km ESE of Huarte-Uharte, Spain",earthquake,6,1.8,0.073,56,reviewed,us,us
2020-09-24T19:21:39.356Z,40.9809,19.7837,10,4.6,mb,,35,1.266,0.95,us,us6000c0rq,2020-12-05T21:02:57.040Z,"7 km SSE of Peqin, Albania",earthquake,5.6,1.7,0.193,8,reviewed,us,us
2020-08-29T00:18:28.267Z,39.6763,20.3328,10,4.7,mb,,24,0.415,0.93,us,us7000ben2,2020-11-07T18:48:32.040Z,"8 km NNE of Filiátes, Greece",earthquake,5.3,1.8,0.049,127,reviewed,us,us
2020-07-26T14:16:01.740Z,40.9533,19.7445,10,4.5,mb,,51,1.239,0.99,us,us6000b4e8,2020-10-03T17:32:25.040Z,"3 km ENE of Lushnjë, Albania",earthquake,5.5,1.9,0.097,37,reviewed,us,us
2020-07-08T05:18:59.767Z,51.5656,16.2485,5,5,mb,,40,1.971,0.83,us,us7000ajv8,2024-06-22T14:19:38.799Z,"6 km N of Rudna, Poland",earthquake,4.7,1.8,0.038,224,reviewed,us,us
2020-06-08T15:21:51.813Z,41.5268,19.5919,3.74,4.7,mb,,36,0.935,0.75,us,us6000a7vx,2020-08-18T17:59:06.040Z,"10 km SW of Mamurras, Albania",earthquake,4.4,4.4,0.063,75,reviewed,us,us
2020-04-16T09:42:53.444Z,44.7,9.4064,10,4.5,mb,,33,0.649,1,us,us70008xgd,2022-03-10T05:12:53.897Z,"2 km SE of Marsaglia, Italy",earthquake,4.2,1.9,0.081,45,reviewed,us,us
2020-03-22T06:01:20.688Z,45.9104,15.9786,10,4.6,mwr,,14,0.787,0.46,us,us70008dxz,2020-06-06T20:54:05.040Z,"6 km E of Gornja Bistra, Croatia",earthquake,4.2,1.8,0.044,49,reviewed,us,us
2020-03-22T05:24:03.700Z,45.9072,15.9697,10,5.3,mww,,12,0.794,0.59,us,us70008dx7,2023-02-17T14:06:55.780Z,"5 km E of Gornja Bistra, Croatia",earthquake,3.7,1.8,0.035,79,reviewed,us,us
2020-01-28T20:15:08.171Z,41.4656,19.5362,10,5.1,mb,,19,0.985,1.13,us,us60007ifh,2020-04-11T18:21:03.040Z,"12 km NW of Vorë, Albania",earthquake,4.6,1.8,0.035,270,reviewed,us,us
2019-12-09T15:10:58.382Z,41.5518,19.6274,10,4.5,mb,,100,0.918,0.44,us,us60006t8a,2020-02-29T19:52:45.040Z,"6 km WSW of Mamurras, Albania",earthquake,5.7,1.8,0.27,8,reviewed,us,us
2019-12-09T05:29:15.475Z,41.6665,19.4541,10,4.5,mb,,41,0.776,0.5,us,us60006p4f,2020-02-29T19:52:41.040Z,"20 km SW of Shëngjin, Albania",earthquake,4.9,1.9,0.125,21,reviewed,us,us
2019-12-09T03:37:05.362Z,43.9875,11.3176,10,4.6,mwr,,39,0.438,0.98,us,us60006p36,2023-11-04T15:24:44.990Z,"2 km N of San Piero a Sieve, Italy",earthquake,2.7,1.9,0.047,44,reviewed,us,us
2019-12-02T23:23:00.417Z,41.4141,19.5893,10,4.5,mb,,67,1.044,1.16,us,us70006fed,2020-02-19T18:58:31.040Z,"6 km WNW of Vorë, Albania",earthquake,5.9,1.9,0.15,13,reviewed,us,us
2019-12-02T08:26:24.463Z,41.4485,19.6405,10,4.5,mb,,60,1.02,0.75,us,us70006f7r,2020-02-19T18:58:30.040Z,"6 km N of Vorë, Albania",earthquake,5.6,1.9,0.124,19,reviewed,us,us
2019-12-01T11:42:42.264Z,41.3555,19.3174,10,4.5,mb,,68,1.074,0.85,us,us70006ezw,2020-02-19T18:58:28.040Z,"12 km WNW of Durrës, Albania",earthquake,6.5,1.9,0.192,8,reviewed,us,us
2019-11-28T23:00:43.242Z,41.3662,19.5782,10,4.6,mb,,25,1.088,1.2,us,us70006e9s,2020-02-19T18:58:18.040Z,"2 km NNE of Shijak, Albania",earthquake,5.5,1.8,0.071,59,reviewed,us,us
2019-11-28T14:22:38.014Z,41.444,19.5073,10,4.5,mb,,94,1.002,0.83,us,us70006e6k,2020-02-19T18:58:17.040Z,"12 km NNW of Shijak, Albania",earthquake,6.2,2,0.242,5,reviewed,us,us
2019-11-28T10:52:41.876Z,41.5368,19.422,10,5,mb,,37,0.9,0.81,us,us70006e5g,2020-02-19T18:58:17.040Z,"22 km WSW of Mamurras, Albania",earthquake,5.2,1.8,0.04,199,reviewed,us,us
2019-11-28T10:25:05.022Z,41.5146,19.4442,10,4.5,mb,,42,0.924,1.23,us,us70006e55,2020-02-19T18:58:17.040Z,"21 km N of Durrës, Albania",earthquake,5.4,1.9,0.131,17,reviewed,us,us
2019-11-27T20:27:06.890Z,41.5391,19.4387,10,4.5,mb,,50,0.899,1.12,us,us60006pd8,2020-02-19T18:57:55.040Z,"21 km WSW of Mamurras, Albania",earthquake,6.5,1.9,0.383,2,reviewed,us,us
2019-11-27T14:45:23.989Z,41.5498,19.4787,10,5.3,mww,,39,0.894,0.92,us,us70006dsc,2023-03-11T19:46:10.947Z,"18 km W of Mamurras, Albania",earthquake,4.5,1.8,0.058,29,reviewed,us,us
2019-11-26T17:19:13.838Z,41.5401,19.4807,10,4.7,mb,,39,0.903,0.88,us,us70006daj,2020-02-19T18:58:08.040Z,"18 km WSW of Mamurras, Albania",earthquake,5.3,1.8,0.073,57,reviewed,us,us
2019-11-26T13:05:00.415Z,41.5898,19.5216,10,4.7,mww,,39,0.861,0.83,us,us70006d69,2020-02-19T18:58:06.040Z,"14 km W of Mamurras, Albania",earthquake,5.8,1.8,0.098,10,reviewed,us,us
2019-11-26T09:19:25.856Z,43.2235,17.9118,10,5.3,mww,,24,1.27,0.86,us,us70006d4h,2020-12-29T14:18:53.242Z,"4 km SSE of Blagaj, Bosnia and Herzegovina",earthquake,5.5,1.8,0.058,29,reviewed,us,us
2019-11-26T07:27:02.149Z,41.5293,19.4664,10,4.9,mb,,42,0.912,1.29,us,us70006d3q,2020-02-19T18:58:05.040Z,"19 km WSW of Mamurras, Albania",earthquake,2.8,1.8,0.096,34,reviewed,us,us
2019-11-26T07:12:31.827Z,41.5269,19.4363,10,4.5,mb,,50,0.911,1.21,us,us70006d3k,2020-02-19T18:58:05.040Z,"22 km WSW of Mamurras, Albania",earthquake,3.8,1.9,0.243,5,reviewed,us,us
2019-11-26T06:08:21.820Z,41.5708,19.4242,10,5.5,mww,,19,0.866,1.34,us,us70006d2z,2020-07-10T17:54:46.671Z,"22 km W of Mamurras, Albania",earthquake,5.7,1.8,0.038,65,reviewed,us,us
2019-11-26T05:56:21.518Z,41.5036,19.4531,10,4.5,mb,,42,0.936,1.3,us,us70006d2s,2020-02-19T18:58:04.040Z,"19 km NNW of Shijak, Albania",earthquake,5.8,1.9,0.171,10,reviewed,us,us
2019-11-26T03:02:59.558Z,41.422,19.6383,10,5.3,mb,,48,1.045,0.87,us,us70006d0w,2020-02-19T18:58:04.040Z,"3 km NNW of Vorë, Albania",earthquake,5.3,1.9,0.136,18,reviewed,us,us
2019-11-26T02:59:23.982Z,41.4216,19.5323,10,5.1,mb,,29,1.027,0.85,us,us70006d1f,2020-02-19T18:58:04.040Z,"8 km NNW of Shijak, Albania",earthquake,4.7,1.9,0.147,15,reviewed,us,us
2019-11-26T02:54:12.872Z,41.5138,19.5256,22,6.4,mww,,17,0.936,0.61,us,us70006d0m,2024-09-26T17:53:08.094Z,"15 km WSW of Mamurras, Albania",earthquake,4.3,1.8,0.037,72,reviewed,us,us
2019-11-26T01:47:55.212Z,41.3518,19.5019,10,4.6,mb,,42,1.092,0.6,us,us70006czu,2020-02-19T18:58:03.040Z,"5 km NE of Durrës, Albania",earthquake,4.5,1.8,0.067,67,reviewed,us,us
2019-11-11T10:52:46.534Z,44.6117,4.6382,10,4.8,mww,,34,0.67,1.2,us,us60006a6i,2024-07-30T18:53:14.468Z,"5 km WNW of Rochemaure, France",earthquake,2.5,1.8,0.063,24,reviewed,us,us
